"","title","author","isbn","rank","weeks_on_list"
"1744","THE FRAGILE THREADS OF POWER","V.E. Schwab","9780765387516","6","1"
"1745","THE FRAGILE THREADS OF POWER","V.E. Schwab","9780765387516","12","1"
"1746","THE INVISIBLE LIFE OF ADDIE LARUE","V.E. Schwab","9780765387561","11","3"
"1747","THE INVISIBLE LIFE OF ADDIE LARUE","V.E. Schwab","9780765387561","11","2"
"1748","THE INVISIBLE LIFE OF ADDIE LARUE","V.E. Schwab","9780765387561","9","1"
"1749","THE INVISIBLE LIFE OF ADDIE LARUE","V.E. Schwab","9781250793997","11","3"
"1750","THE INVISIBLE LIFE OF ADDIE LARUE","V.E. Schwab","9781250793997","11","2"
"1751","THE INVISIBLE LIFE OF ADDIE LARUE","V.E. Schwab","9781250793997","9","1"
"1752","THE INVISIBLE LIFE OF ADDIE LARUE","V.E. Schwab","9781250795182","11","3"
"1753","THE INVISIBLE LIFE OF ADDIE LARUE","V.E. Schwab","9781250795182","11","2"
"1754","THE INVISIBLE LIFE OF ADDIE LARUE","V.E. Schwab","9781250795182","9","1"
"1755","THE INVISIBLE LIFE OF ADDIE LARUE","V.E. Schwab","9780765387578","11","3"
"1756","THE INVISIBLE LIFE OF ADDIE LARUE","V.E. Schwab","9780765387578","11","2"
"1757","THE INVISIBLE LIFE OF ADDIE LARUE","V.E. Schwab","9780765387578","9","1"
"1758","THE INVISIBLE LIFE OF ADDIE LARUE","V.E. Schwab","9781432883515","11","3"
"1759","THE INVISIBLE LIFE OF ADDIE LARUE","V.E. Schwab","9781432883515","11","2"
"1760","THE INVISIBLE LIFE OF ADDIE LARUE","V.E. Schwab","9781432883515","9","1"
"1761","DARK MATTER","Blake Crouch","9781101904220","6","1"
"1762","DARK MATTER","Blake Crouch","9781101904220","17","0"
"1763","DARK MATTER","Blake Crouch","9781101904220","18","0"
"1764","DARK MATTER","Blake Crouch","9781101904220","16","4"
"1765","DARK MATTER","Blake Crouch","9781101904220","18","0"
"1766","DARK MATTER","Blake Crouch","9781101904220","14","3"
"1767","DARK MATTER","Blake Crouch","9781101904220","15","2"
"1768","DARK MATTER","Blake Crouch","9781101904220","14","1"
"1769","DARK MATTER","Blake Crouch","9781101904220","13","0"
"1770","DARK MATTER","Blake Crouch","9781101904220","20","0"
"1771","DARK MATTER","Blake Crouch","9781101904237","6","1"
"1772","DARK MATTER","Blake Crouch","9781101904237","17","0"
"1773","DARK MATTER","Blake Crouch","9781101904237","18","0"
"1774","DARK MATTER","Blake Crouch","9781101904237","16","4"
"1775","DARK MATTER","Blake Crouch","9781101904237","18","0"
"1776","DARK MATTER","Blake Crouch","9781101904237","14","3"
"1777","DARK MATTER","Blake Crouch","9781101904237","15","2"
"1778","DARK MATTER","Blake Crouch","9781101904237","14","1"
"1779","DARK MATTER","Blake Crouch","9781101904237","13","0"
"1780","DARK MATTER","Blake Crouch","9781101904237","20","0"
"1781","RECURSION","Blake Crouch","9781524759780","7","1"
"1782","RECURSION","Blake Crouch","9781524759780","8","1"
"1783","UPGRADE","Blake Crouch","9780593157534","6","1"
"1784","HELLO STRANGER","Katherine Center","9781250283788","15","1"
"1785","HOW TO WALK AWAY","Katherine Center","9781250149060","14","1"
"1786","THE BODYGUARD","Katherine Center","9781250219398","11","1"
"1787","THE ROM-COMMERS","Katherine Center","9781250283801","10","1"
"1788","THINGS YOU SAVE IN A FIRE","Katherine Center","9781250047328","15","1"
"1789","IN A HOLIDAZE","Christina Lauren","9781982123949","12","0"
"1790","IN A HOLIDAZE","Christina Lauren","9781668026601","12","0"
"1791","IN A HOLIDAZE","Christina Lauren","9781982123956","12","0"
"1792","IN A HOLIDAZE","Christina Lauren","9781982163631","12","0"
"1793","SOMETHING WILDER","Christina Lauren","9781982173401","7","1"
"1794","SOMETHING WILDER","Christina Lauren","9781982173401","11","1"
"1795","SOMETHING WILDER","Christina Lauren","9781982173425","7","1"
"1796","SOMETHING WILDER","Christina Lauren","9781982173425","11","1"
"1797","THE PARADISE PROBLEM","Christina Lauren","9781668017722","5","1"
"1798","THE PARADISE PROBLEM","Christina Lauren","9781668017722","6","1"
"1799","THE PARADISE PROBLEM","Christina Lauren","9781668017746","5","1"
"1800","THE PARADISE PROBLEM","Christina Lauren","9781668017746","6","1"
"1801","THE TRUE LOVE EXPERIMENT","Christina Lauren","9781982173432","11","1"
"1802","THE TRUE LOVE EXPERIMENT","Christina Lauren","9781982173432","10","1"
"1803","THE TRUE LOVE EXPERIMENT","Christina Lauren","9781982173456","11","1"
"1804","THE TRUE LOVE EXPERIMENT","Christina Lauren","9781982173456","10","1"
"1805","THE UNHONEYMOONERS","Christina Lauren","9781501128042","15","14"
"1806","THE UNHONEYMOONERS","Christina Lauren","9781501128042","14","13"
"1807","THE UNHONEYMOONERS","Christina Lauren","9781501128042","15","12"
"1808","THE UNHONEYMOONERS","Christina Lauren","9781501128042","14","11"
"1809","THE UNHONEYMOONERS","Christina Lauren","9781501128042","13","10"
"1810","THE UNHONEYMOONERS","Christina Lauren","9781501128042","10","9"
"1811","THE UNHONEYMOONERS","Christina Lauren","9781501128042","11","8"
"1812","THE UNHONEYMOONERS","Christina Lauren","9781501128042","11","7"
"1813","THE UNHONEYMOONERS","Christina Lauren","9781501128042","9","6"
"1814","THE UNHONEYMOONERS","Christina Lauren","9781501128042","8","5"
"1815","THE UNHONEYMOONERS","Christina Lauren","9781501128042","9","4"
"1816","THE UNHONEYMOONERS","Christina Lauren","9781501128042","14","3"
"1817","THE UNHONEYMOONERS","Christina Lauren","9781501128042","13","2"
"1818","THE UNHONEYMOONERS","Christina Lauren","9781501128035","15","14"
"1819","THE UNHONEYMOONERS","Christina Lauren","9781501128035","14","13"
"1820","THE UNHONEYMOONERS","Christina Lauren","9781501128035","15","12"
"1821","THE UNHONEYMOONERS","Christina Lauren","9781501128035","14","11"
"1822","THE UNHONEYMOONERS","Christina Lauren","9781501128035","13","10"
"1823","THE UNHONEYMOONERS","Christina Lauren","9781501128035","10","9"
"1824","THE UNHONEYMOONERS","Christina Lauren","9781501128035","11","8"
"1825","THE UNHONEYMOONERS","Christina Lauren","9781501128035","11","7"
"1826","THE UNHONEYMOONERS","Christina Lauren","9781501128035","9","6"
"1827","THE UNHONEYMOONERS","Christina Lauren","9781501128035","8","5"
"1828","THE UNHONEYMOONERS","Christina Lauren","9781501128035","9","4"
"1829","THE UNHONEYMOONERS","Christina Lauren","9781501128035","14","3"
"1830","THE UNHONEYMOONERS","Christina Lauren","9781501128035","13","2"
"1831","BLOODLINES","Richelle Mead","9781595143174","10","14"
"1832","BLOODLINES","Richelle Mead","9781595143174","3","13"
"1833","BLOODLINES","Richelle Mead","9781595143174","4","12"
"1834","BLOODLINES","Richelle Mead","9781595143174","2","11"
"1835","BLOODLINES","Richelle Mead","9781595143181","10","14"
"1836","BLOODLINES","Richelle Mead","9781595143181","3","13"
"1837","BLOODLINES","Richelle Mead","9781595143181","4","12"
"1838","BLOODLINES","Richelle Mead","9781595143181","2","11"
"1839","BLOODLINES","Richelle Mead","9781595143198","10","14"
"1840","BLOODLINES","Richelle Mead","9781595143198","3","13"
"1841","BLOODLINES","Richelle Mead","9781595143198","4","12"
"1842","BLOODLINES","Richelle Mead","9781595143198","2","11"
"1843","BLOODLINES","Richelle Mead","9781595144737","10","14"
"1844","BLOODLINES","Richelle Mead","9781595144737","3","13"
"1845","BLOODLINES","Richelle Mead","9781595144737","4","12"
"1846","BLOODLINES","Richelle Mead","9781595144737","2","11"
"1847","BLOODLINES","Richelle Mead","9781595146021","10","14"
"1848","BLOODLINES","Richelle Mead","9781595146021","3","13"
"1849","BLOODLINES","Richelle Mead","9781595146021","4","12"
"1850","BLOODLINES","Richelle Mead","9781595146021","2","11"
"1851","BLOODLINES","Richelle Mead","9781595143204","10","14"
"1852","BLOODLINES","Richelle Mead","9781595143204","3","13"
"1853","BLOODLINES","Richelle Mead","9781595143204","4","12"
"1854","BLOODLINES","Richelle Mead","9781595143204","2","11"
"1855","BLOODLINES","Richelle Mead","9781595146137","10","14"
"1856","BLOODLINES","Richelle Mead","9781595146137","3","13"
"1857","BLOODLINES","Richelle Mead","9781595146137","4","12"
"1858","BLOODLINES","Richelle Mead","9781595146137","2","11"
"1859","BLOODLINES","Richelle Mead","9781595143211","10","14"
"1860","BLOODLINES","Richelle Mead","9781595143211","3","13"
"1861","BLOODLINES","Richelle Mead","9781595143211","4","12"
"1862","BLOODLINES","Richelle Mead","9781595143211","2","11"
"1863","BLOODLINES","Richelle Mead","9781595146311","10","14"
"1864","BLOODLINES","Richelle Mead","9781595146311","3","13"
"1865","BLOODLINES","Richelle Mead","9781595146311","4","12"
"1866","BLOODLINES","Richelle Mead","9781595146311","2","11"
"1867","BLOODLINES","Richelle Mead","9781595143228","10","14"
"1868","BLOODLINES","Richelle Mead","9781595143228","3","13"
"1869","BLOODLINES","Richelle Mead","9781595143228","4","12"
"1870","BLOODLINES","Richelle Mead","9781595143228","2","11"
"1871","BLOODLINES","Richelle Mead","9781595146328","10","14"
"1872","BLOODLINES","Richelle Mead","9781595146328","3","13"
"1873","BLOODLINES","Richelle Mead","9781595146328","4","12"
"1874","BLOODLINES","Richelle Mead","9781595146328","2","11"
"1875","MIDNIGHT JEWEL","Richelle Mead","9781595148438","9","2"
"1876","MIDNIGHT JEWEL","Richelle Mead","9781595148438","7","1"
"1877","SOUNDLESS","Richelle Mead","9781595147639","6","1"
"1878","THE GLITTERING COURT","Richelle Mead","9781595148414","1","3"
"1879","THE GLITTERING COURT","Richelle Mead","9781595148414","10","9"
"1880","THE GLITTERING COURT","Richelle Mead","9781595148414","9","8"
"1881","THE GLITTERING COURT","Richelle Mead","9781595148414","9","7"
"1882","THE GLITTERING COURT","Richelle Mead","9781595148414","7","6"
"1883","THE GLITTERING COURT","Richelle Mead","9781595148414","8","5"
"1884","THE GLITTERING COURT","Richelle Mead","9781595148414","6","4"
"1885","THE GLITTERING COURT","Richelle Mead","9781595148414","7","3"
"1886","THE GLITTERING COURT","Richelle Mead","9781595148414","3","2"
"1887","THE GLITTERING COURT","Richelle Mead","9781595148414","4","2"
"1888","THE GLITTERING COURT","Richelle Mead","9781595148414","2","1"
"1889","THE GLITTERING COURT","Richelle Mead","9781595148414","2","1"
"1890","TOM LAKE","Ann Patchett","9780063327528","14","0"
"1891","TOM LAKE","Ann Patchett","9780063327528","15","24"
"1892","TOM LAKE","Ann Patchett","9780063327528","6","0"
"1893","TOM LAKE","Ann Patchett","9780063327528","15","23"
"1894","TOM LAKE","Ann Patchett","9780063327528","15","22"
"1895","TOM LAKE","Ann Patchett","9780063327528","14","21"
"1896","TOM LAKE","Ann Patchett","9780063327528","11","20"
"1897","TOM LAKE","Ann Patchett","9780063327528","10","19"
"1898","TOM LAKE","Ann Patchett","9780063327528","3","0"
"1899","TOM LAKE","Ann Patchett","9780063327528","10","18"
"1900","TOM LAKE","Ann Patchett","9780063327528","8","17"
"1901","TOM LAKE","Ann Patchett","9780063327528","12","16"
"1902","TOM LAKE","Ann Patchett","9780063327528","14","15"
"1903","TOM LAKE","Ann Patchett","9780063327528","11","16"
"1904","TOM LAKE","Ann Patchett","9780063327528","4","0"
"1905","TOM LAKE","Ann Patchett","9780063327528","9","15"
"1906","TOM LAKE","Ann Patchett","9780063327528","7","14"
"1907","TOM LAKE","Ann Patchett","9780063327528","13","14"
"1908","TOM LAKE","Ann Patchett","9780063327528","3","0"
"1909","TOM LAKE","Ann Patchett","9780063327528","7","13"
"1910","TOM LAKE","Ann Patchett","9780063327542","14","0"
"1911","TOM LAKE","Ann Patchett","9780063327542","15","24"
"1912","TOM LAKE","Ann Patchett","9780063327542","6","0"
"1913","TOM LAKE","Ann Patchett","9780063327542","15","23"
"1914","TOM LAKE","Ann Patchett","9780063327542","15","22"
"1915","TOM LAKE","Ann Patchett","9780063327542","14","21"
"1916","TOM LAKE","Ann Patchett","9780063327542","11","20"
"1917","TOM LAKE","Ann Patchett","9780063327542","10","19"
"1918","TOM LAKE","Ann Patchett","9780063327542","3","0"
"1919","TOM LAKE","Ann Patchett","9780063327542","10","18"
"1920","TOM LAKE","Ann Patchett","9780063327542","8","17"
"1921","TOM LAKE","Ann Patchett","9780063327542","12","16"
"1922","TOM LAKE","Ann Patchett","9780063327542","14","15"
"1923","TOM LAKE","Ann Patchett","9780063327542","11","16"
"1924","TOM LAKE","Ann Patchett","9780063327542","4","0"
"1925","TOM LAKE","Ann Patchett","9780063327542","9","15"
"1926","TOM LAKE","Ann Patchett","9780063327542","7","14"
"1927","TOM LAKE","Ann Patchett","9780063327542","13","14"
"1928","TOM LAKE","Ann Patchett","9780063327542","3","0"
"1929","TOM LAKE","Ann Patchett","9780063327542","7","13"
"1930","FLAME IN THE MIST","Renée Ahdieh","9780399171635","3","1"
"1931","THE BEAUTIFUL","Renée Ahdieh","9781524738174","10","10"
"1932","THE BEAUTIFUL","Renée Ahdieh","9781524738174","9","9"
"1933","THE BEAUTIFUL","Renée Ahdieh","9781524738174","10","8"
"1934","THE BEAUTIFUL","Renée Ahdieh","9781524738174","10","7"
"1935","THE BEAUTIFUL","Renée Ahdieh","9781524738174","9","6"
"1936","THE BEAUTIFUL","Renée Ahdieh","9781524738174","8","5"
"1937","THE BEAUTIFUL","Renée Ahdieh","9781524738174","7","4"
"1938","THE BEAUTIFUL","Renée Ahdieh","9781524738174","7","3"
"1939","THE BEAUTIFUL","Renée Ahdieh","9781524738174","7","2"
"1940","THE BEAUTIFUL","Renée Ahdieh","9781524738174","3","1"
"1941","THE DAMNED","Renée Ahdieh","9781984812582","5","1"
"1942","THE ROSE AND THE DAGGER","Renée Ahdieh","9780399171628","3","2"
"1943","THE ROSE AND THE DAGGER","Renée Ahdieh","9780399171628","1","1"
"1944","THE ROSE AND THE DAGGER","Renée Ahdieh","9780399171628","2","1"
"1945","THE BOOK OF COLD CASES","Simone St. James","9780440000211","9","1"
"1946","WHAT FEASTS AT NIGHT","T. Kingfisher","9781250830852","10","1"
"1947","HERE'S TO US","Becky Albertalli and Adam Silvera","9780063071636","10","6"
"1948","HERE'S TO US","Becky Albertalli and Adam Silvera","9780063071636","9","5"
"1949","HERE'S TO US","Becky Albertalli and Adam Silvera","9780063071636","8","4"
"1950","HERE'S TO US","Becky Albertalli and Adam Silvera","9780063071636","5","3"
"1951","HERE'S TO US","Becky Albertalli and Adam Silvera","9780063071636","2","2"
"1952","HERE'S TO US","Becky Albertalli and Adam Silvera","9780063071636","1","1"
"1953","IMOGEN, OBVIOUSLY","Becky Albertalli","9780063045873","7","6"
"1954","IMOGEN, OBVIOUSLY","Becky Albertalli","9780063045873","9","5"
"1955","IMOGEN, OBVIOUSLY","Becky Albertalli","9780063045873","10","4"
"1956","IMOGEN, OBVIOUSLY","Becky Albertalli","9780063045873","10","3"
"1957","IMOGEN, OBVIOUSLY","Becky Albertalli","9780063045873","4","2"
"1958","IMOGEN, OBVIOUSLY","Becky Albertalli","9780063045873","3","1"
"1959","LOVE, CREEKWOOD","Becky Albertalli","9780063048126","4","1"
"1960","WHAT IF IT'S US","Becky Albertalli and Adam Silvera","9780062795250","10","14"
"1961","YES NO MAYBE SO","Becky Albertalli and Aisha Saeed","9780062937049","10","6"
"1962","YES NO MAYBE SO","Becky Albertalli and Aisha Saeed","9780062937049","9","5"
"1963","YES NO MAYBE SO","Becky Albertalli and Aisha Saeed","9780062937049","10","4"
"1964","YES NO MAYBE SO","Becky Albertalli and Aisha Saeed","9780062937049","9","3"
"1965","YES NO MAYBE SO","Becky Albertalli and Aisha Saeed","9780062937049","10","2"
"1966","YES NO MAYBE SO","Becky Albertalli and Aisha Saeed","9780062937049","8","1"
"1967","LEGEND","Marie Lu","9780399256752","6","13"
"1968","LEGEND","Marie Lu","9780399256769","6","13"
"1969","LEGEND","Marie Lu","9780142422076","6","13"
"1970","LEGEND","Marie Lu","9780399256776","6","13"
"1971","LEGEND","Marie Lu","9780399166679","6","13"
"1972","LEGEND","Marie Lu","9780142427552","6","13"
"1973","LEGEND","Marie Lu","9780147512284","6","13"
"1974","LEGEND","Marie Lu","9781250221704","6","13"
"1975","LEGEND","Marie Lu","9781250221711","6","13"
"1976","SKYHUNTER","Marie Lu","9781250221681","8","1"
"1977","STARS AND SMOKE","Marie Lu","9781250852816","6","1"
"1978","STEELSTRIKER","Marie Lu","9781250221728","3","1"
"1979","THE KINGDOM OF BACK","Marie Lu","9781524739010","2","1"
"1980","WILDCARD","Marie Lu","9780399547997","3","2"
"1981","WILDCARD","Marie Lu","9780399547997","2","1"
"1982","A RED-ROSE CHAIN","Seanan McGuire","9780756408091","13","0"
"1983","ASHES OF HONOR","Seanan McGuire","9780756407490","16","1"
"1984","CHIMES AT MIDNIGHT","Seanan McGuire","9780756408145","20","1"
"1985","DISCOUNT ARMAGEDDON","Seanan McGuire","9780756407131","35","0"
"1986","HALF-OFF RAGNAROK","Seanan McGuire","9780756408114","18","1"
"1987","LATE ECLIPSES","Seanan McGuire","9780756406660","32","0"
"1988","MIDNIGHT BLUE-LIGHT SPECIAL","Seanan McGuire","9780756407926","20","1"
"1989","ONCE BROKEN FAITH","Seanan McGuire","9780756408107","15","0"
"1990","THE WINTER LONG","Seanan McGuire","9780756408084","12","0"
"1991","AN ANONYMOUS GIRL","Greer Hendricks and Sarah Pekkanen","9781250133731","12","11"
"1992","AN ANONYMOUS GIRL","Greer Hendricks and Sarah Pekkanen","9781250133731","14","10"
"1993","AN ANONYMOUS GIRL","Greer Hendricks and Sarah Pekkanen","9781250133731","11","9"
"1994","AN ANONYMOUS GIRL","Greer Hendricks and Sarah Pekkanen","9781250133731","15","8"
"1995","AN ANONYMOUS GIRL","Greer Hendricks and Sarah Pekkanen","9781250133731","4","8"
"1996","AN ANONYMOUS GIRL","Greer Hendricks and Sarah Pekkanen","9781250133731","6","7"
"1997","AN ANONYMOUS GIRL","Greer Hendricks and Sarah Pekkanen","9781250133731","13","7"
"1998","AN ANONYMOUS GIRL","Greer Hendricks and Sarah Pekkanen","9781250133731","4","6"
"1999","AN ANONYMOUS GIRL","Greer Hendricks and Sarah Pekkanen","9781250133731","8","6"
"2000","AN ANONYMOUS GIRL","Greer Hendricks and Sarah Pekkanen","9781250133748","12","11"
"2001","AN ANONYMOUS GIRL","Greer Hendricks and Sarah Pekkanen","9781250133748","14","10"
"2002","AN ANONYMOUS GIRL","Greer Hendricks and Sarah Pekkanen","9781250133748","11","9"
"2003","AN ANONYMOUS GIRL","Greer Hendricks and Sarah Pekkanen","9781250133748","15","8"
"2004","AN ANONYMOUS GIRL","Greer Hendricks and Sarah Pekkanen","9781250133748","4","8"
"2005","AN ANONYMOUS GIRL","Greer Hendricks and Sarah Pekkanen","9781250133748","6","7"
"2006","AN ANONYMOUS GIRL","Greer Hendricks and Sarah Pekkanen","9781250133748","13","7"
"2007","AN ANONYMOUS GIRL","Greer Hendricks and Sarah Pekkanen","9781250133748","4","6"
"2008","AN ANONYMOUS GIRL","Greer Hendricks and Sarah Pekkanen","9781250133748","8","6"
"2009","THE GOLDEN COUPLE","Greer Hendricks and Sarah Pekkanen","9781250273208","11","0"
"2010","THE GOLDEN COUPLE","Greer Hendricks and Sarah Pekkanen","9781250273208","5","0"
"2011","THE GOLDEN COUPLE","Greer Hendricks and Sarah Pekkanen","9781250273208","3","0"
"2012","THE GOLDEN COUPLE","Greer Hendricks and Sarah Pekkanen","9781250273208","5","0"
"2013","THE GOLDEN COUPLE","Greer Hendricks and Sarah Pekkanen","9781250273208","8","1"
"2014","THE GOLDEN COUPLE","Greer Hendricks and Sarah Pekkanen","9781250273208","4","1"
"2015","THE GOLDEN COUPLE","Greer Hendricks and Sarah Pekkanen","9781250273215","11","0"
"2016","THE GOLDEN COUPLE","Greer Hendricks and Sarah Pekkanen","9781250273215","5","0"
"2017","THE GOLDEN COUPLE","Greer Hendricks and Sarah Pekkanen","9781250273215","3","0"
"2018","THE GOLDEN COUPLE","Greer Hendricks and Sarah Pekkanen","9781250273215","5","0"
"2019","THE GOLDEN COUPLE","Greer Hendricks and Sarah Pekkanen","9781250273215","8","1"
"2020","THE GOLDEN COUPLE","Greer Hendricks and Sarah Pekkanen","9781250273215","4","1"
"2021","THE GOLDEN COUPLE","Greer Hendricks and Sarah Pekkanen","9781250835611","11","0"
"2022","THE GOLDEN COUPLE","Greer Hendricks and Sarah Pekkanen","9781250835611","5","0"
"2023","THE GOLDEN COUPLE","Greer Hendricks and Sarah Pekkanen","9781250835611","3","0"
"2024","THE GOLDEN COUPLE","Greer Hendricks and Sarah Pekkanen","9781250835611","5","0"
"2025","THE GOLDEN COUPLE","Greer Hendricks and Sarah Pekkanen","9781250835611","8","1"
"2026","THE GOLDEN COUPLE","Greer Hendricks and Sarah Pekkanen","9781250835611","4","1"
"2027","THE WIFE BETWEEN US","Greer Hendricks and Sarah Pekkanen","9781250130921","12","0"
"2028","THE WIFE BETWEEN US","Greer Hendricks and Sarah Pekkanen","9781250130921","9","16"
"2029","THE WIFE BETWEEN US","Greer Hendricks and Sarah Pekkanen","9781250130921","13","15"
"2030","THE WIFE BETWEEN US","Greer Hendricks and Sarah Pekkanen","9781250130938","12","0"
"2031","THE WIFE BETWEEN US","Greer Hendricks and Sarah Pekkanen","9781250130938","9","16"
"2032","THE WIFE BETWEEN US","Greer Hendricks and Sarah Pekkanen","9781250130938","13","15"
"2033","THE WIFE BETWEEN US","Greer Hendricks and Sarah Pekkanen","9781427293039","12","0"
"2034","THE WIFE BETWEEN US","Greer Hendricks and Sarah Pekkanen","9781427293039","9","16"
"2035","THE WIFE BETWEEN US","Greer Hendricks and Sarah Pekkanen","9781427293039","13","15"
"2036","THE WIFE BETWEEN US","Greer Hendricks and Sarah Pekkanen","9781250130945","12","0"
"2037","THE WIFE BETWEEN US","Greer Hendricks and Sarah Pekkanen","9781250130945","9","16"
"2038","THE WIFE BETWEEN US","Greer Hendricks and Sarah Pekkanen","9781250130945","13","15"
"2039","THE WIFE BETWEEN US","Greer Hendricks and Sarah Pekkanen","9781432857950","12","0"
"2040","THE WIFE BETWEEN US","Greer Hendricks and Sarah Pekkanen","9781432857950","9","16"
"2041","THE WIFE BETWEEN US","Greer Hendricks and Sarah Pekkanen","9781432857950","13","15"
"2042","THE WIFE BETWEEN US","Greer Hendricks and Sarah Pekkanen","9781250133311","12","0"
"2043","THE WIFE BETWEEN US","Greer Hendricks and Sarah Pekkanen","9781250133311","9","16"
"2044","THE WIFE BETWEEN US","Greer Hendricks and Sarah Pekkanen","9781250133311","13","15"
"2045","YOU ARE NOT ALONE","Greer Hendricks and Sarah Pekkanen","9781250202031","7","1"
"2046","YOU ARE NOT ALONE","Greer Hendricks and Sarah Pekkanen","9781250202031","9","1"
"2047","YOU ARE NOT ALONE","Greer Hendricks and Sarah Pekkanen","9781250202048","7","1"
"2048","YOU ARE NOT ALONE","Greer Hendricks and Sarah Pekkanen","9781250202048","9","1"
"2049","ONE PERFECT COUPLE","Ruth Ware","9781668025598","12","3"
"2050","ONE PERFECT COUPLE","Ruth Ware","9781668025598","10","2"
"2051","ONE PERFECT COUPLE","Ruth Ware","9781668025598","9","1"
"2052","ONE PERFECT COUPLE","Ruth Ware","9781668025598","6","1"
"2053","ONE PERFECT COUPLE","Ruth Ware","9781668025611","12","3"
"2054","ONE PERFECT COUPLE","Ruth Ware","9781668025611","10","2"
"2055","ONE PERFECT COUPLE","Ruth Ware","9781668025611","9","1"
"2056","ONE PERFECT COUPLE","Ruth Ware","9781668025611","6","1"
"2057","THE IT GIRL","Ruth Ware","9781982155261","14","0"
"2058","THE IT GIRL","Ruth Ware","9781982155261","13","0"
"2059","THE IT GIRL","Ruth Ware","9781982155261","13","7"
"2060","THE IT GIRL","Ruth Ware","9781982155261","9","6"
"2061","THE IT GIRL","Ruth Ware","9781982155261","6","5"
"2062","THE IT GIRL","Ruth Ware","9781982155261","5","4"
"2063","THE IT GIRL","Ruth Ware","9781982155261","13","3"
"2064","THE IT GIRL","Ruth Ware","9781982155261","6","0"
"2065","THE IT GIRL","Ruth Ware","9781982155261","4","3"
"2066","THE IT GIRL","Ruth Ware","9781982155261","5","2"
"2067","THE IT GIRL","Ruth Ware","9781982155261","14","2"
"2068","THE IT GIRL","Ruth Ware","9781982155261","2","1"
"2069","THE IT GIRL","Ruth Ware","9781982155285","14","0"
"2070","THE IT GIRL","Ruth Ware","9781982155285","13","0"
"2071","THE IT GIRL","Ruth Ware","9781982155285","13","7"
"2072","THE IT GIRL","Ruth Ware","9781982155285","9","6"
"2073","THE IT GIRL","Ruth Ware","9781982155285","6","5"
"2074","THE IT GIRL","Ruth Ware","9781982155285","5","4"
"2075","THE IT GIRL","Ruth Ware","9781982155285","13","3"
"2076","THE IT GIRL","Ruth Ware","9781982155285","6","0"
"2077","THE IT GIRL","Ruth Ware","9781982155285","4","3"
"2078","THE IT GIRL","Ruth Ware","9781982155285","5","2"
"2079","THE IT GIRL","Ruth Ware","9781982155285","14","2"
"2080","THE IT GIRL","Ruth Ware","9781982155285","2","1"
"2081","THE IT GIRL","Ruth Ware","9781797139104","14","0"
"2082","THE IT GIRL","Ruth Ware","9781797139104","13","0"
"2083","THE IT GIRL","Ruth Ware","9781797139104","13","7"
"2084","THE IT GIRL","Ruth Ware","9781797139104","9","6"
"2085","THE IT GIRL","Ruth Ware","9781797139104","6","5"
"2086","THE IT GIRL","Ruth Ware","9781797139104","5","4"
"2087","THE IT GIRL","Ruth Ware","9781797139104","13","3"
"2088","THE IT GIRL","Ruth Ware","9781797139104","6","0"
"2089","THE IT GIRL","Ruth Ware","9781797139104","4","3"
"2090","THE IT GIRL","Ruth Ware","9781797139104","5","2"
"2091","THE IT GIRL","Ruth Ware","9781797139104","14","2"
"2092","THE IT GIRL","Ruth Ware","9781797139104","2","1"
"2093","THE IT GIRL","Ruth Ware","9781668019443","14","0"
"2094","THE IT GIRL","Ruth Ware","9781668019443","13","0"
"2095","THE IT GIRL","Ruth Ware","9781668019443","13","7"
"2096","THE IT GIRL","Ruth Ware","9781668019443","9","6"
"2097","THE IT GIRL","Ruth Ware","9781668019443","6","5"
"2098","THE IT GIRL","Ruth Ware","9781668019443","5","4"
"2099","THE IT GIRL","Ruth Ware","9781668019443","13","3"
"2100","THE IT GIRL","Ruth Ware","9781668019443","6","0"
"2101","THE IT GIRL","Ruth Ware","9781668019443","4","3"
"2102","THE IT GIRL","Ruth Ware","9781668019443","5","2"
"2103","THE IT GIRL","Ruth Ware","9781668019443","14","2"
"2104","THE IT GIRL","Ruth Ware","9781668019443","2","1"
"2105","THE IT GIRL","Ruth Ware","9781982155278","14","0"
"2106","THE IT GIRL","Ruth Ware","9781982155278","13","0"
"2107","THE IT GIRL","Ruth Ware","9781982155278","13","7"
"2108","THE IT GIRL","Ruth Ware","9781982155278","9","6"
"2109","THE IT GIRL","Ruth Ware","9781982155278","6","5"
"2110","THE IT GIRL","Ruth Ware","9781982155278","5","4"
"2111","THE IT GIRL","Ruth Ware","9781982155278","13","3"
"2112","THE IT GIRL","Ruth Ware","9781982155278","6","0"
"2113","THE IT GIRL","Ruth Ware","9781982155278","4","3"
"2114","THE IT GIRL","Ruth Ware","9781982155278","5","2"
"2115","THE IT GIRL","Ruth Ware","9781982155278","14","2"
"2116","THE IT GIRL","Ruth Ware","9781982155278","2","1"
"2117","ZERO DAYS","Ruth Ware","9781982155292","11","3"
"2118","ZERO DAYS","Ruth Ware","9781982155292","8","2"
"2119","ZERO DAYS","Ruth Ware","9781982155292","4","1"
"2120","ZERO DAYS","Ruth Ware","9781982155292","6","1"
"2121","ZERO DAYS","Ruth Ware","9781982155315","11","3"
"2122","ZERO DAYS","Ruth Ware","9781982155315","8","2"
"2123","ZERO DAYS","Ruth Ware","9781982155315","4","1"
